Label,Text
Extremism,আরে হিন্দু ধর্ম গ্রন্থ পড়লে হাত মারতে বাধ্য হবেন 😂
Extremism,ইসলাম কোন ধৰ্ম না । ইসলাম হলো একটা ফ্যাসিস্ট পলিটিক্যাল ideology ...
Extremism,"মুসলিমদের মধ্যে ভাল মানুষ খারাপ মানুষ বলে কোন কথা নেই , যা আছে তা হল একদল উগ্র হয়ে সবসময় মারদাঙ্গায় লিপ্ত অপর দল পেছনে থেকে তাদের সমর্থন এবং সর্বকাজে উৎসাহিত করতে ব্যস্ত ।"
Extremism,"ইসলাম আসলেই একটা বর্বর জঘন্য ,জঙ্গি বাদী ধর্ম ,ইসলামে কোন শান্তি নাই ,ইসলামের শুরু থেকে এখন পর্যন্ত শুধু খুন খারাপি মার পিট ছারা আর কিছুই নাই ,আর মুসলমানরা শুধু অমুসলমানদেরই নয় মুসলমানরা মুসলমানদের ও ছাড়ে না"
Extremism,"নবী মুহাম্মদের চরিত্র তো কিছু বলারই নাই ,তিনি দাবি করেন তিনি আল্লাহর নবী ,কিন্তু তার মত এক জঘন্য মানুষ কখনো আল্লাহর নবী হতে পারেনা ,তিনি আসলে ইবলিস শয়তানের নবী"
Extremism,হিন্দু ধর্মে অহিন্দুদের গালি দেওয়া বৈদ্
Extremism,"হিন্দু ধর্মের, চুরি ডাকাতি, ছিনতাই সব বৈদ্য"
Extremism,"নবী মোহাম্মদ স.14 টা বিয়ে করেছিল ,আবার চার খানা যৌন দাসি পালত"
Extremism,হিন্দু ধর্মে দেবতাদের সাথে মৈথুন বৈধ
Extremism,"আপনি দেখুন পৃথিবীর বেশিরভাগ মুসলমান দেশেই অশান্তি খুন খারাপি মারা মরি করে যাচ্ছে ,শিয়ারা সুন্নি দের মারছে সুন্নির শিয়াদের মারছে ,আবার সবাই মিলে কাদিয়ানীদের মারছে ,ইসলামে কোন শান্তি নেই ইসলাম একটি সম্পূর্ণ অশান্ত বাদী ধর্ম ,এমনকি নবী মুহাম্মদ সা. ,পুরো পরিবারকে হত্যা করা হয়েছিল আর তারা প্রতকেই হত্যা হয়েছিল নিজেদের মধ্যে ক্ষমতার দন্ধের কারনে ,"
Extremism,হিন্দু ধর্মে দেবতাদের সাথে মৈথুন বৈধ
Extremism,হিন্দু ধর্মে বিচার কার্যে অসাধুতা অবলম্বন বৈদ্য
Extremism,হিন্দুরা যে জানহীন মুতীর পূজা করে সেটার কী?
Extremism,হিন্দু ধর্মগ্রন্থে হিন্দু শব্দ টাই নাই।
Extremism,এদেশে ধর্ষণ বৃদ্ধির প্রধান কারন হিন্দু
Extremism,"তোর আল্লাহ তো অনেক কিছুই বলে, তা মাদ্রাসায় তোরা যে ছাত্রদের হুগা মারিস এটাও কি তোদের আল্লাহ তোদের প্রতি আয়াত নাযিল করে বলে দিয়েছে।"
Extremism,তোরা জান্নাতে যাবি না যাহান্নামে যাবি তা তোরা নিজেরাই ঠিক করতে পারিস বা রে বাঃ🤣🤣🤣🤣🤣 বালের ভুয়া ধর্ম একটা
Extremism,"পুরুষের তৃপ্তির জন্যই যদি অল্লা কর্তৃক নারীর সৃষ্টি হয়ে থাকে ! যেমনটা এই নরাধম পিচাশ মোল্লা বলছে , তাহলে মানতেই হবে যে অল্লা নামের দল্লার কোন অস্তিত্বই নেই , কারণ যে সৃষ্টি কর্তা , তার সর্বাবস্থায় নির্লিপ্ত থাকাই বাঞ্ছনীয় ।"
Extremism,ওরা কোরান নিয়ে যে দাবি করে পুরোটাই ভন্ডামি আর লুচ্চামির অংশ।
Extremism,আল্লাহ মোহাম্মদের ফেক আইডি
Extremism,হিন্দু ধর্ম এত নিকৃষ্ট?
Extremism,"কোরান যে মানুষের মস্তিষ্ক নষ্ট করে দেয়, এই ভিডিও দেখলে তা বোঝা যায়। সত্যের পথে আসুন। সৃষ্টিকর্তার বিরুদ্ধে গিয়ে খাতনা করে নাস্তিক হবেন না।"
Extremism,"তুমি কে ! অল্লার মিডিয়েটার কি ? মরার পর বাহাত্তর খানা আর জিন্দাতে অগুনতি , সেখানে একখানাতে মন ভরে ! সাইড , সাইড , তুমি কোনো কামের না ?"
Extremism,জঙ্গী ও ইসলামের আসল রসায়ন যা ভন্ড মুমানরা অস্বিকার করে
Extremism,"যৌনতা এদের ইসলাম ধর্মের-ই অংশ নাহলে কোরানে হুর, জেহাদি শরিয়ত আইন, তিন তালাক, বোরখা ও একাধিক নারীর সহবাস এইসব উল্লেখ থাকে? শুধু কি তাই আবার এগুলোর জন্য মাদ্রাসায় ব্রেইন ওয়াশও করা হয়।"
Extremism,ন্দু দাদারা তো গালি ছাড়া কিছু বলতে পারেন না। যুক্তিতে আসুন আর কত বাপের ধর্ম পালন করবেন?😂 সত্যের পথে আসুন।
Extremism,শিব লিঙ্গ এর পূজা করেছেন?😂😂 লিঙ্গ ছাড়া তো কিছু চিনেন না😆😆
Extremism,তেত্রিশ কোটি দেবতারা নাকি গরুর ভিতরে?😆
Extremism,মুচুমান মানে জঙ্গি এটা গোটা পৃথিবী জানে।
Extremism,"তার মানে মুসলিম সব্দের মানেই হল terrorist বা আতঙ্কবাদী. . . যারা কিনা সারা পৃথিবীর ধংশ লীলায় মত্ত. . . আর তাই যদি হয় , তবেতো মুসলিম নামক এই বিষাক্ত প্রনিটিকে দুনিয়া থেকে নিশ্চিন্ন করে ফেলাই বান্ছনীয়."
Extremism,ইসলাম ধর্মে ধারাবাহিক ভাবে কোরান হাদিস আল্লার বাণী বলে তার সাহায্যে সন্ত্রাস বাদী প্রশিক্ষণ দেওয়া হয় সুতরাং যে কোনো মুসলিম যখন তখন সন্ত্রাস বাদী হয়ে যাবে ।
Extremism,শয়তান মুসলমান দের অত্যাচার এ হিন্দুরা মুসলিম হতে বাধ্য হয়েছে আর কিছু কিছু হিন্দু ভারতে পালিয়ে এসেছে....
Extremism,"ভারতে দলিত হিন্দুরা ইসলাম গ্রহণ করছে, মুসলিমরা কি জোর করে ইসলামে দিক্ষিত করছে। তারা ইসলাম গ্রহণ করছে হিন্দুদের অত্যাচারের কারণে।"
Extremism,"বেইমান,নিমোকহারাম,নরকের কীট মুসলমান জাত"
Extremism,ভালো মানুষ মুসলমানরা যদি হিন্দু বা অন্য ধর্মের লোকদের প্রতি সহানুভূতি দেখায় তাহলে জিহাদিদের হাতে তাদের প্রাণটা সপে দিতে হবে
Extremism,"দাদা আসল জঙ্গি তো হলো মুসলিম রাই ,10% মুসলিম ভালো বললেও কম হবে মনে হয় ।"
Extremism,ইসলাম হচ্ছে মানব জাতির জন্য ক্যান্সার।
Extremism,হিন্দু আর কাদিয়ানি এই দুই সাম্প্রদায় হিংশ্র নরপসু।
Extremism,"মুসলমানরা জঙ্গি নয়, তোরা হিন্দুরাই জঙ্গি, জা কাশ্মির উপর হামলা করে প্রমান করে দিলি।"
Extremism,সমস্ত মুসলিম জঙ্গি নয় কিন্তু সমস্ত জঙ্গি ই মুসলমান।।
Extremism,"কোনো পার্থক্য নেই। সব মুসলিম এক একটি সন্ত্রাসী। ওরা সন্ত্রাস কে ভালোবাসে। কারণ ওরা জবাই করে!তাই ওরা জবাই কে ভালোবাসে! ওরা নিজেদের মা বাপ কেও জবাই করতে পিছ পা হবে না, যদি এতে ওদের কোনো স্বার্থ সিদ্ধি হয়।"
Extremism,মুষলিম শান্তিরবার্তা দিয়ে বিশ্বকে ড়াস্টবিনে পরিনত করছে।
Extremism,নিপাত যাক ইসলামের মুসলীম।।।
Extremism,"মুসলমান দের সামাজিক বয়কট করুন, তাদের কাছে কোন জিনিস কিনবেন না বা বিক্রি করবেন না, এতেই তাদের পেটে টান পড়বে,ফলে জিহাদ করার সুযোগ পাবেনা তারা।।"
Extremism,মুসলমানরা সন্ত্রাসি নয় সন্ত্রাসি হল হিন্দুরা এটাই সত্যি
Extremism,"আপনারা এখন জয়শ্রীরামের নেশায় আছেন, আশা করি শুভ বুদ্ধির উদয় হবে।"
Extremism,তুমিতো হিন্দুর বাচ্চা তুমি মুসলমানের পক্ষে বলবে না বরং মুসলিমের বিরুদ্ধে অপপ্রচার চালাবে তুরকি বেটা ইসলাম সম্পর্কে কোন জ্ঞান আছে তুই এগুলো বলিস।
Extremism,"ইতিহাস বলে ""মুসলমান বেইমানের জাত , বিশ্বাস ঘাতকের জাত"
Extremism,
Extremism,ইসলাম নিপাত যাক
Extremism,"মুসলমানদের হত্যা করাই আপনাদের ধর্ম ।আপনাদের ধর্ম যে অসার সবাই বুঝে গেছে ।হিন্দুরা যখন দলে দলে সত্যে ধর্ম ইসলামের দিকে আসছে ।মৌলবাদি হিন্দুরা কোন মতে তা বন্ধ করতে পারছেনা ।তাই তারা মুসলিমদের হত্য করা শুরু করে ।কারন ,,মুসলিমদের হত্য করলে ।হেন্দুরা ভয়ে আর মুসলমান হবে না ।"
Extremism,ইসলাম ধর্মের আইন বর্বরতাকেও হার মানিয়েছে।
Extremism,দেবী দুর্গার 🔥জঙ্গি প্রতিমা
Extremism,পতিতালয়ের মাটি দিয়ে গড়া হয় দেবী দুর্গার জঙ্গি প্রতিমা।
Extremism,"বাংলায় জঙ্গি দেবী দুর্গার যে মূর্তিটি সাধারণত দেখা যায়, সেটি দশ হাতে মারাত্মক অস্ত্রে সজ্জিত জঙ্গি দুর্গার মূর্তি।"
Extremism,"মাটির তৈরি মূর্তি বানাতে প্রয়োজন হয়- গাভীর মূত্র, গোবর"
Extremism,শরৎকালের দেবী দুর্গার নয়টি রূপকে নব দূর্গা রূপে পূজা করা হয়ে থাকে। এই নব দুর্গার প্রতিমা তৈরিতে নবম মাটি সংগ্রহ করা হয় পতিতালয় থেকে৷ আর সেই কারণেই সেই পুরাকাল থেকে আজও দেবীর মূর্তি তৈরিতে দরকার হয় বেশ্যালয়ের মাটি। যার মাধ্যমে পতিতাকেও সম্মান দেখানো হয়।
Extremism,"কেন পতিতালয়ে মাটি ব্যবহার করা হয়, সে বিষয়ে একাধিক বিশ্বাস রয়েছে 📚তবে হিন্দু পুরাণে বিশ্বাস করা হয়ে থাকে যে পতিতাদের ক্ষমতা নাকি দেবতাদের থেকেও বেশি।"
Extremism,হিন্দু ধর্মে মুর্তি পুজা করতে নিষেধ করা হয়েছে॥
Extremism,"কালোজিরা মোটেও কোন মহাওষুধ নয়,সবাই ইসলামের ভন্ডামি থেকে সাবধান, আমার চ্যানেলের ভিডিও দেখুন।🤲"
Extremism,"সারা জীবন পেচা, ছুচা, বান্দর এর পুজা করেই গেলি,😆😆😆😆,বুদ্ধিও ওমনই হয়েছে,তোদের বান্দর ভগবান দিয়ে অনেকে খেলা দেখায়,,আমরা কিছু টাকাও ছিটায়,"
Extremism,"চিড়িয়াখানায় তোদের ভগবান কিন্তু বেশ জনপ্রিয়,,আর মুখ পোড়া হলেতো কথায় নেই,,,আমরা কাউকে গালি দিলে কুত্তা, বানর,হনুমান বলে গালি দি,,,আর তোরা তাদের ভগবান মানিস,,,,তোদের সাপ ভগবান দেখলেই আমরা পিটাই,,তোরাও তো ভগবান পিটাইতে ছাড়িস না"
Extremism,",,আমরা গবর,মুত্র কাপড়ে লাগলে সেই কাপড় না ধুয়ে পরি না,,,,আর তোরা গু,গবর দিয়ে পবিত্র হস,,,,মুত্র খাস,,,সারা জীবন শীবের লিঙ্গ ঘষে গেলি,,এতদিন একটা কুত্তার লিঙ্গ ঘষলেও কুত্তার নিজস্ব একটা দেশ হয়ে যেত,"
Extremism,"অবশ্য তোরা কি ভাববি,,,তোরা হল পেচা ছুচার পুজারি,,,,তোদের মন,মানসিকতা ওমনই হবে,,আর গঠন তো জার্মান শেফার্ড এর মত,,,শালা পুতুল পুজারি"
Extremism,"বাংলাদেশ থেকে অচিরেই সব মালুদের তাড়িয়ে দেওয়া হবে, তারা ভারতে গিয়ে ধানক্ষেতে হাগবে আর গরুর মূত্র পান করবে।"
Extremism,হিন্দু দের মাথায় গবর ছারা আর কিছুই নেই
Extremism,"কে কাদের বংশের তোদের দেখতে হবে না রে,,,,,তোরা তো হনুমানের বংশধর ,,সেটা মাথায় রাখ😃😄"
Extremism,গোমাংস মা তোর গোমাতার মাংস খোর আমরা আর তোরা মুত খাস মালুর বাচ্চা
Extremism,ইসলাম কোন ধর্ম না এটা জঙ্গি তৈরি আস্থানা বুঝলি তোদের আল্লাহ বলে কেউ নেই তুই মরার পর বুঝবি তোদের পূর্বপুরুষ রা হিন্দু ছিল তোদের দাদী থেকে যান
Extremism,কিরে জানোয়ার কি কস তোর উপরে আল্লাহর গজব পড়বে দেখোস না ইসলামের বিরুদ্ধে কথা বললে কি হয় তুই কি ইহুদি খ্রিস্টান সম্প্রদায়ের অন্যতম প্রধান কবি দেখোস না যদি দুটো করে আল্লাহর গজব কিভাবে পড়ে ঈশ্রায়েল ইহুদীদের উপর কিভাবে অগ্নিগিরি ছড়িয়ে পড়ছে
Extremism,তুই আর কি বলবি তোর নবী চোর ডাকাত দসু ছিল মক্কা থেকে বের দিছিল ১ ম দিকে পড়ে ডাকাত বাহিনী নিয়ে মক্কা আক্রমন করে
Extremism,"মুসলমানরা তোরে পিটাইয়া গঙ্গা নদীতে ফালাইবো । তাও বাংলাদেশের গঙ্গা নদী না , ভারতের গঙ্গা নদীতে ‌। হিন্দুরা বালের পূর্বপুরুষ । মোহাম্মদ সাঃ এর কথা কস , মাদারচোদ"
Extremism,"তুই মুসলমানের বালটাও ছিঁড়তে পারবিনা ‌। যে রকম ভারতে বাবরি মসজিদ ভেঙে রাম মন্দির নির্মাণ করায় এখন সেখানে আল্লাহর গজব নেমে এসেছে । তাই তো তোদের দেশে করোনা সংক্রমণ অনেক বেশি । 😆😂😂 । আমাদের বাল ছিঁড়তে গেলে এরকমই হবে । 😂😆🤣😁 । তাহলে আমরাও বলতে পারি যে , শ্রী কৃষ্ণ রাধা বলে কিছু নেই , এগুলো সব রূপকথার কাহিনী ।"
Extremism,হিন্দুরা একটা লেংটা জাতি।
Extremism,হিন্দু চারাল একাই খুন করে দুইশত মুসলমানকে আর লুট করে মুসলমানদের কুটি কুটি টাকার সম্পত্তি!
Extremism,দেশের বেশির ভাগ সম্পত্তি আজ অন্যায়ভাবে হিন্দুদের দখলে এই দেশে অত্যাচারী হিন্দু জমিদারি প্রথা আসতে আর বেশি সময় নেই
Extremism,প্রোপাগান্ডা করে কি কিছু হবে ভাই। ৫৩ টি মুসলিম দেশ আছে বিশ্বে। অার সব দেশেই জাহলত । যে মুসলিম সা: মুহাম্মদ এর নাতি কে পর্যন্ত ছাড়ে নি ক্ষমতা লাভের লোভে কারবালার প্রান্তরে জবাই করেছে এমনি নামক হারাম।
Extremism,এই ভারতীয় উগ্র হিন্দুরা এতোই খারাপ যে মুসলিমদের অবদান অস্বীকার করে....এরা আসলে ইতিহাস সর্ম্পকে কিছুই জানে না।
Extremism,"Dislike দেওয়া মানুষ রা যদি মুসলিম হয়, তাহলে ওরা পুটকি দিয়ে জন্মগ্রহণ করছে😎"
Extremism,"বাংলাদেশের সব নাইরার বাচ্চা মুসলিম জাতের জন্ম হয়েছে ১৯৭১ সালে পাক হানাদার বাহিনীর রক্তে, তাই তারা পাকিস্তান আর চীনের দালালি করছে।"
Extremism,"হিন্দুরা যদি মুসলমানদের মতন আতংবাদি হয় একবার, তাহলে কিন্তু সারা পৃথিবীতে গেরুয়া ঝান্ডা উড়বে। কারণ আমরা হিন্দুরা শক্তির উপাসক। অস্ত্রের পূজা করি আমরা। শাস্ত্রের সাথে অস্ত্র জ্ঞান আদিকাল থেকে নতুন প্রজন্মের ভারতীয়দের মধ্যে রয়েছে"
Extremism,"পৃথিবীতে মূর্তি পূজা বলতে কিছুই ছিল না। ছিল না ৩৩ কোটি দেব দেবতা। এগুলো তোদের বাপেরা বানিয়েছে যার যেমন ইচ্ছা হইছিল। আর তোরা কি বাল করবি, সেটা ত দেখতেই পাচ্ছি।"
Extremism,"তুমি তো হাগুস্থানের উপজাতি। মনে রেখো সে দিন বেশী দুরে নয় যেদিন তোমরা তোমার দেশের মুসলমান আর বাংলাদেশের মানুষের দ্বারে দ্বারে ঘুরবে একটা কাজের স্বন্ধানে, দু মুঠো ভাতের স্বন্ধানে।"
Extremism,ভারতের হিন্দুরা হচ্ছে অকীতগ্য জাতি
Extremism,এক হাতে কোরআন আরেক হাতে তলোয়ার নিয়ে ভারতবর্ষে ইসলাম ধর্ম প্রচার করা হয়েছে আজকের মুসলিম ধর্মান্তরিত হওয়া তাদের পূর্বপুরুষদের হিন্দু
Extremism,মুসলিমরা ভারতের জন্য বড় বিপদ মুসলিমরা থাকলে আবার ভারত টুকরো হবে আগেও হয়েছে
Extremism,"বাংলাদেশ থেকে সব হিন্দুদের চাকরি থেকে বরখাস্ত করলে, মুসলিম দের ভিতরে সানতি ফিরে আসবে ।"
Extremism,হিন্দুরা সুবিধা বাদি হয় এদের কাজ থেকে সাবধানে থাকতে হবে
Extremism,আমাদের পুর্বপুরুষরা যদি ইসলামকে যায়গা না দিত একটাও মুসলিম থাকতো না ? তখনই যদি ইসলাম কে নিষিদ্ধ করতো । তবে ভারতবর্ষে ইসলাম নিষিদ্ধ করা এখন সময়ের ব্যাপার
Extremism,"অচিরেই ফ্যাসিস্ট হিন্দুদের হাত থেকে ভারত মুক্ত হয়ে টুকরো টুকরো হবে,এতে কোনই সন্দেহ নে"
Extremism,এখনই আওয়ামীলীগ কুত্তাদের পরিত্যাক্ত করতে হবে।না হলে মুসলিম নিধন করতে আর বেশি সময় লাগবে না
Extremism,আওয়ামী লীগ কাফির-মুশরিকদের দালাল। আর শেখ হাসিনা নব্য ফেরাউন। যারা তাদের সাপোর্ট করবে তারাও মুশরিক হয়ে যাবে।
Extremism,"হিন্দুরা ন্যাংটা ছিলো আগে,,, এখনো আছে"
Extremism,"বেয়াদব,, হিন্দুর বাচ্চা,, নিজেকে হিন্দু বলে পরিচয় দিতে লজ্জা পাস?"
Extremism,"হা এই সেক্স হাদিস শিখেই হুজুর এতিম মেয়েদের ইজ্জত মারে, পুলাপানকদের বলতকার করে"
Extremism,"বাংলাদেশের নাস্তিক কেন ইসলাম বিদ্দেষী? উঃ।কারন ইসলাম পৃথিবীর সবচেয়ে অসভ্য বর্বর জংগীদের ধর্ম এবং এই ধর্ম মিথ্যা কথা দারা প্রতিষ্ঠান পেয়েছে,"
Extremism,সেক্স এডুকেশন যদি খারাপ হয় তাহলে নবি মুহাম্মদ এর স্ত্রী আয়েশা যেইসব সেক্স বিষয়ক হাদীস দিয়েছে তাকে আগে ধরতে হবে
Extremism,"মুমিন মুসলিম পাগল হয়ে গেছে, এটাই তাদের শান্তির ধর্ম, তাদের আচরণ দেখেই বোঝা যাচ্ছে নবি মুহাম্মদ কেমন ছিল"
Extremism,"মুহাম্মদ আল্লা কে,,ওকে সন্মান দেবার টাইম নাই,এত অনুভূতির দোহাই দিয়েই তো অপকর্ম করেন"
Extremism,"হা ভাই আমার মুহাম্মদ এর মত ভয়, তাই মক্কা ছেড়ে মদিনা পালিয়েছিলাম, এটা আবার মুমিন বলে হিজরত"
Extremism,কুরান হাদিস পড়ার তো নির্দিষ্ট বয়স নাই! কুরানে তো চুদাচুদির নিয়ম কানুন লেখা আছে।
Extremism,"সাধারণ নাগরিক হিসাবে আমি মনে করি, বাংলাদেশে যদি কখনো গণতান্ত্রিক সুশাসন প্রতিষ্টিত হয়, তারেক রহমানের নেত্রিত্বেই হবে ইনশাআল্লাহ, শেখ হাসিনার নেত্রিত্বে নয়,"
Extremism,"দেশ এবং জাতির প্রয়োজনে তারেক রহমানকে দেশ পরিচালনার দায়ীত্ব দেওয়া এখন সময়ের দাবি,"
Extremism,"শেখ মজিবের রক্ষিবাহিনীর অত্যাচারে অতিষ্ঠ দেশের মানুষ, তার মত্যুর পরে একফোঁটা চোখের পানি ফেলেনি, সেইদিন থেকেই প্রতিশোধের আগুনে জলছে শেখ হাছিনা, প্রতিশোধ নেওয়ার পথে বাধা ছিলো জিয়া পরিবার এবং সেনাবাহিনী,"
Extremism,"ফিলখানা সেনাহত্যার মাধ্যমে, সেনাবাহিনীকে ধবংসের দিকে নিয়ে যাচ্ছে,দেশের গণতান্ত্রিক সুশাসনের প্রতিটি সেক্টরকে ধ্বংস করে, শেখ হাসিনা তার পরিবারের সবাইকে, ইহুদী খ্রিষ্টান বিয়ে করিয়ে বিদেশে সেটেলমেন্ট করেছেন।"
Extremism,"তারেক রহমান ২০০২সালের ২২জুন বিএনপির যুগ্ন মহাসচিবের দায়ীত্ব গ্রহনের পরেই, বিএনপি সন্ত্রাস দমনের জন্য র‍্যাব এবং দুর্নীতি দমন করার জন্য স্বাধীন দুর্নীতিদমন কমিশন ঘটন করেছিলো,"
Extremism,শেখ হাছিনা দেশের জনগনকে কোনো সাহায্য দিতে পারেনি এবার তার মন্তী দুধ ওলা গাই কিনে দেশের মানুষের দুধের পুস্টি ঘাটতি পুরন করবো এমন দরদি মন্তী বদমাস চাই সারা দেশে
Extremism,"মন্ত্রীর মনে হয় পুষ্টির অভাব আছে,,, বাজারের দুধ ভেজাল, তাই খাটি দুধ খাওয়ার জন্য গাই কিনছেন"
Extremism,আওয়ামী লীগের পাগল মন্ত্রীর থাকতে পারে কারণ বিনা ভোটের মন্ত্রীর ওজন বা সম্মান নাই।
Extremism,দুদের পাহাড় এর নিচে পরে আওয়ামীলিগের সাবেক মন্ত্রী এখন কোমাতে।
Extremism,হাসিনা বাংলাদেশের রাজনীতি কে এমন নষ্ট করেছে যা বলে শেষ করা যাবে না
Extremism,মারামারি বেশী করতে পারলে ছাএলীগে ভালো পোষ্ট পাওয়া যায়।
Extremism,আওয়ামিলিগের মাদারচোদ নিতারাই ওদের বলে দিয়েছ শিবের ও বি এনপির লোকজন কে পিটাতে তাই হাসিনা সহ আওয়ামী লীগের বড়ো বড়ো নিতাদের ধরে রিমান্ডে এনে হুগায় গরম ডিম ঢুকায়ে জিজ্ঞেস করা হোক তাহলে বেরিয়ে আসবে কে হুকুম দিয়েছে
Extremism,ছাত্রলীগের রাজনীতি মানে নষ্ট রাজনীতি
Extremism,ছাত্রলীগ এর সাথে যারা জড়িয়েছে তারাই সন্ত্রাসী হয়েছে।
Extremism,এই দুনিয়াতে যদি সবচেয়ে গান্দা প্রাণী থাকে তা হলো আওয়ামী লীগ।
Extremism,"আওয়ামীলিগ আপনার ভালো সন্তানকে নষ্ট করে, নেসা খোর খুনি বানাবে"
Extremism,আহ কতো গুলা মেধা শেষ হয়ে গেলো এই ছাত্র রাজনীতি আর ছাত্রলীগের ছত্র ছায়ায়
Extremism,ছাত্রলীগ এমন এক মেশিন যে মেশিনে মেধাবী ছাত্র হয়ে ঢুকে সন্ত্রাসী ছাত্র হয়ে বের হয়।
Extremism,"ছাত্রলীগের চামড়া, তুলে নেব আমরা।"
Extremism,ছাত্রলীগ নিষিদ্ধ করা হোক তারপর অন্য সব
Extremism,"ছাএলীগকে শেখ হাসিনা বিপদগামী করেছে। ভোট চুরি করে অবৈধ ভাবে সরকার টিকে থাকার জন্য ছাএলীগকে সন্ত্রাসি বানিয়ে লালন, পালন করেছে আওয়ামীলীগ। এর দায় অবৈধ আওয়ামীলীগের।"
Extremism,ছাএ লীগের আসল পরিচয় হলো মারামারি লীগ।
Extremism,ছাএ লিগ মেধাবী দের নেশাখোর ও খুনি বানায়
Extremism,বাংলাদেশে এমন হাজারও ছেলে আছে যাদের মেদার কোন তুলনা হয় না। একমাত্র ছাএলীগ করে দেশে হাজার হাজার ছেলে আজ ধংসের পথে। ছাএলীগের এমন কোন ছেলে নাই যে সে নেশা করে না
Extremism,ছাত্রলীগের নেতা হতে হলে যতবেশি অপরাধ করতে পারা যায় ততবেশি মার্ক পাওয়া যায়
Extremism,ছাত্রলীগ কে বাংলাদেশ থেকে নিষিদ্ধ না করা পর্যন্ত দেশে শান্তি আসবে না।
Extremism,"ছাত্রলীগ নিষিদ্ধ করা সময়ের দাবী,। বণ্য রা বনে সুন্দর"
Extremism,ছাত্রলীগ ধীরে ধীরে জঙ্গীদের চেয়েও ভয়াবহ রূপ ধারণ করছে। এদের নিষিদ্ধ করার আহ্বান করছি।
Extremism,ছাত্রলীগ পুরাটাই নষ্ট । একটাও মানুষ ভালো না । পুরো দেশের ছাত্র সমাজটাকে নষ্ট করে দিচ্ছে
Extremism,আসুন আমরা সবাই কুত্তালীগ আর আওয়ামীলীগ কে বয়কট করি।
Extremism,"আর হাছিনার কথা তো বললামনা ও আজ পযন্ত কোন খুনি, কোন ধরষন কারির বিচার করেছে ওআছে শধু ও বাপের খুনির পিছনেREPLY"
Extremism,দেশে ধর্ষেনের কোন বিচার হয় না আমি মনে করি সেক হাছিনাকে ধর্ষন করা উচিত
Extremism,ছাত্রলীগের হাতে পরলে লাগাইয়া ছাইয়া দিবো।
Extremism,হাসিনা আমাদের দেশটাকে ভারতের কাছে বিক্রি করে দিয়েছি।।।। তাই আসোন হাসিনা ত্যাগ করি।
Extremism,এগুলার জন্য সরকার দায়ী।কারণ দেশে কোন বিচার না হওয়াতে এরকম বার বার হচ্ছে।
Extremism,কি সের স্বাধীনতা? শেখ আর জিয়া পরিবারের কাছে সবাই বন্দি।
Extremism,"একাত্তরে এতটা ধর্ষিত হয় নাই পাক হানাদার বাহিনীর হাতে,, যতটা ধর্ষিত হচ্ছে এ শেখের বেটির আমলে,,,"
Extremism,নির্বাচনে অবৈধ ভাবে ভোট ডাকাতি করে সরকার ক্ষমতায় আসার পর থেকেই দেশের দুর্নীতি আকাশ সীমায় পৌছে গেছে
Extremism,দেশবাসী দেখুক আওয়ামী লীগের চরিত্র কতটা জঘন্য।
Extremism,আওয়ামী লীগ বলতে তো চোর ডাকাত লীগ
Extremism,মহিলা লিগ এর কাজ হল দেহ বিক্রি করে পদপদবি নেওয়া
Extremism,"আওয়ামী লীগ দারাই এগুলো সম্ভব সম্ভব, ছি"
Extremism,আওয়ামীলীগ এর পচন ধরেছে। এদেরকে বর্জন করা উচিত।
Extremism,আওয়ামী লীগ ভোট চুরি করে হমতাই আশলে এইরকমই হই
Extremism,যুব মহিলা লীগ সব খান কি
Extremism,আওয়ামী লীগ মানেই সন্ত্রাস দুর্নীতি বাজ চাঁদা বাজ দখল বাজ লুটপাট রাতা রাতি কুটি কুটি টাকার মালিক
Extremism,আওয়ামীলীগ খুন ধর্ষন চাঁদাবাজি এর ছারা আর কিছু জানে না
Extremism,এমন দেশের প্রধানমন্ত্রী মোদিকেই মানায় ।গরুর গো মূত্র খাওয়া মোদি।
Extremism,কুকুর লিগকে নিষিদ্ধ করা হউক বাংলাদেশ তেকে কারন তারা দর্শন মাদক দুর্নীতি কুন ডাকাতিতে ছেমপিয়ান জুয়া এবং বিভিন্ন অপকর্মে লিপ্ত
Extremism,ছাত্র লীগ কে নিষিদ্ধ করা হোক ছাত্র লীগের সবাই ধর্ষণলীগ।
Extremism,দেশে থেকে বাহির করে দেওয়া ছাএলীগকে
Extremism,আওয়ামী লীগ কে না বলুন
Extremism,"""টাইটানিক ডোবার কারণ যদি হয় আইসবার্গ "" ""তাহলে নৌকা ডুবাতে ছাত্রলীগই যথেষ্ট ""!!!🙉"
Extremism,ছাত্রলীগে ১০০ জনে ৯৫ জনই ক্ষমতার জোড় দেখায়।যাকে খুশি তাকে মারো। যা মন চায় তাই করো। এখন ছাত্রলীগ নামই আতংক।
Extremism,ছাএলীগ সংগঠটাই নিষিদ্ধ করা উচিত।
Extremism,ছাত্র লীগ এর কারনে দেশের কোন নারী পুরুষ শান্তি পায় না।ছাত্র লীগ দেশ টারে চার খার করে দিয়েছে।
Extremism,ছাত্রলীগের জেলা পর্যায়ের অধিকাংশ কর্মী অছাত্র কিংবা মাদক ব্যবসায়ের সাথে জড়িত।
